"","r","area","area_ha","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval"
"184",17,8,0.4429,"mod2",NA,NA,NA,NA,5.95962736134311,1.35003671679468,4.414418724472,0.00310217084461326
"185",17,9,0.509,"mod2",NA,NA,NA,NA,41.1003057915577,13.5945086767067,3.02330203826934,0.0232978531315721
"186",17,10,0.601,"mod2",NA,NA,NA,NA,36.3655551234505,8.15180560768508,4.46104297300306,0.00210814217176603
"187",17,11,0.7133,"mod2",NA,NA,NA,NA,10.2909884766979,2.093836325768,4.91489633170024,0.000609462797424609
"188",18,2,0.1452,"mod3",1.33275844307253,0.137572591785998,9.6876741636569,0.00233560385539685,NA,NA,NA,NA
"189",18,3,0.1889,"mod3",0.646092907510791,0.177899214067304,3.63179180356782,0.0221247557730093,NA,NA,NA,NA
"190",18,4,0.2348,"mod2",NA,NA,NA,NA,17.5233517858649,5.29230351124654,3.31110106376676,0.0212147242191257
"191",18,5,0.3123,"mod3",0.916796886204078,0.214721296098695,4.26970637222066,0.0235795581526244,NA,NA,NA,NA
"192",18,6,0.4256,"mod3",0.982007255387065,0.234571012931575,4.18639644819849,0.0248445167586145,NA,NA,NA,NA
"193",18,7,0.457,"mod3",0.104350309010017,0.0715049993195875,1.45934284319938,0.281876644088437,NA,NA,NA,NA
"194",18,8,0.5063,"mod3",0.809753936180961,0.159215423036522,5.08590135765437,0.00381534175012201,NA,NA,NA,NA
"195",18,9,0.5983,"mod3",0.923575899701882,0.161592104503363,5.71547664745377,0.00463583770521519,NA,NA,NA,NA
"196",18,10,0.6644,"mod3",1.03731791073034,0.222724590655756,4.65740180586354,0.00554504209431293,NA,NA,NA,NA
"197",18,11,0.7133,"mod2",NA,NA,NA,NA,10.3697422088261,1.7421215963294,5.95236419241622,9.55963541412783e-05
"198",19,1,0.0493,"mod2",NA,NA,NA,NA,58.6845129938214,48.7185837823044,1.20456114356791,0.441096741349976
"199",19,2,0.0982,"mod3",0.944699995453999,0.186688204091741,5.06030897908129,0.00717898277234956,NA,NA,NA,NA
"200",19,3,0.1643,"mod2",NA,NA,NA,NA,4.47921634331638,0.99692889473784,4.49301486491097,0.00413458857055827
"201",19,4,0.208,"mod3",0.671246552579199,0.131918345103762,5.08834879675925,0.00380745309655867,NA,NA,NA,NA
"202",19,5,0.2394,"mod2",NA,NA,NA,NA,11.0120052256205,1.83126676728968,6.01332663395542,0.000129783398126731
"203",19,6,0.3169,"mod3",1.2288255984425,0.286303159274643,4.29204344637959,0.0127255316694328,NA,NA,NA,NA
"204",19,7,0.4089,"mod2",NA,NA,NA,NA,5.68948085092484,1.01439813129675,5.60872568214587,0.000505082486866147
"205",19,8,0.4418,"mod2",NA,NA,NA,NA,6.55212822839544,1.37624995615389,4.76085626676873,0.00142523455148174
"206",19,9,0.4877,"mod3",0.911253819329364,0.196759434222068,4.63130941056121,0.00357279909651718,NA,NA,NA,NA
"207",19,10,0.601,"mod3",1.02014544390476,0.19987237346185,5.10398423871961,0.00375750408619564,NA,NA,NA,NA
"208",19,11,0.7133,"mod3",1.02561776427888,0.223344280745072,4.59209325108951,0.00588241208580065,NA,NA,NA,NA
"209",20,2,0.0818,"mod3",0.817966536421769,0.136956436993159,5.97245777109859,0.00394853935688111,NA,NA,NA,NA
"210",20,3,0.1132,"mod3",1.17974612798402,0.273319155265729,4.31636826492104,0.0229073036242719,NA,NA,NA,NA
"211",20,4,0.1907,"mod3",0.843697025324307,0.137606702828042,6.13122041285025,0.00358606209546331,NA,NA,NA,NA
"212",20,5,0.2568,"mod2",NA,NA,NA,NA,14.6365084371301,3.0213222520471,4.84440493800789,0.00469678912295507
"213",20,6,0.3701,"mod1",-1.44861510528449,0.182777847305029,-7.92555075269579,4.67054973105233e-05,1.78032704960086,0.185041260360172,9.62124364120499,1.13157213899143e-05
"214",20,7,0.4621,"mod2",NA,NA,NA,NA,4.50911809566766,0.742975933397177,6.06899617198932,0.000186127489810871
"215",20,8,0.5058,"mod3",0.951750047193541,0.196717453881996,4.83815761342897,0.00472256844067186,NA,NA,NA,NA
"216",20,9,0.6181,"mod2",NA,NA,NA,NA,4.09252471195621,0.903346203614179,4.53040561368666,0.00397344682102318
"217",20,10,0.6674,"mod3",0.0949602720428528,0.0673665034985313,1.40960666074829,0.294047762676737,NA,NA,NA,NA
"218",20,11,0.7133,"mod4",0.316743431757033,0.461925358517299,0.685702626878345,0.617349611708674,0.359242139934958,1.61332416054812,0.222672013919947,0.86051818029031
"219",21,1,0.0489,"mod2",NA,NA,NA,NA,27.5962459712209,16.311311362349,1.69184717023554,0.232747765934727
"220",21,2,0.0948,"mod3",0.942117790723237,0.204285059037174,4.61178020146739,0.00994233015500703,NA,NA,NA,NA
"221",21,3,0.2081,"mod2",NA,NA,NA,NA,5.43145131122611,1.1229629275078,4.83671471085887,0.00188485922820054
"222",21,4,0.2856,"mod3",1.05881904955495,0.171372521615792,6.17846454946127,0.00853722380499205,NA,NA,NA,NA
"223",21,5,0.3979,"mod2",NA,NA,NA,NA,9.42501271742795,2.11228577958931,4.46199695538377,0.0042738662375755
"224",21,6,0.4899,"mod3",1.22166917439365,0.209755419006888,5.82425560291979,0.004328308465823,NA,NA,NA,NA
"225",21,7,0.556,"mod2",NA,NA,NA,NA,10.2218931624345,2.59200664845791,3.94362150595405,0.00557739531456665
"226",21,8,0.6053,"mod3",0.970153493707979,0.135042655174155,7.18405227190503,0.00017993516536887,NA,NA,NA,NA
"227",21,9,0.6382,"mod2",NA,NA,NA,NA,4.83833269795617,0.695621298116422,6.9554119620219,6.64458935086642e-05
"228",21,10,0.6696,"mod2",NA,NA,NA,NA,21.796545406535,5.94738999002563,3.6648925735642,0.00801823136072677
"229",21,11,0.7133,"mod2",NA,NA,NA,NA,5.24923249477863,0.89615013640349,5.85753690318603,0.000379522973504241
