"","replicate","areas","areas_ha","species","species_tl1","species_tl2","links","connectances","links_per_sp","indegree","outdegree","modularity","normalised_indegree","normalised_outdegree","potential_indegree","sd_gen"
"778",71,8,0.4979,44,26,18,45,0.0961538461538462,1.02272727272727,2.5,1.73076923076923,0.598024691358025,2.44444444444444,1.69230769230769,5.77777777777778,2.6882352146629
"779",71,9,0.5899,47,29,18,52,0.0996168582375479,1.1063829787234,2.88888888888889,1.79310344827586,0.560650887573964,2.61111111111111,1.62068965517241,5.77777777777778,3.14462809392352
"780",71,10,0.6674,47,29,18,53,0.101532567049808,1.12765957446809,2.94444444444444,1.82758620689655,0.54752580989676,2.61111111111111,1.62068965517241,5.77777777777778,3.24009172901804
"781",71,11,0.7133,48,30,18,55,0.101851851851852,1.14583333333333,3.05555555555556,1.83333333333333,0.530909090909091,2.66666666666667,1.6,5.77777777777778,3.16047540161599
"782",72,1,0.0493,4,2,2,2,0.5,0.5,1,1,0.5,2,2,4.5,0
"783",72,2,0.0952,9,5,4,6,0.3,0.666666666666667,1.5,1.2,0.583333333333333,2.25,1.8,6.25,0.866025403784439
"784",72,3,0.2085,18,10,8,11,0.1375,0.611111111111111,1.375,1.1,0.768595041322314,2.25,1.8,8.375,0.846898641011071
"785",72,4,0.286,20,12,8,15,0.15625,0.75,1.875,1.25,0.653333333333333,2.5,1.66666666666667,8.375,1.5013221686128
"786",72,5,0.378,28,19,9,27,0.157894736842105,0.964285714285714,3,1.42105263157895,0.558299039780521,3.11111111111111,1.47368421052632,8.88888888888889,2.54021158510848
"787",72,6,0.4217,35,22,13,36,0.125874125874126,1.02857142857143,2.76923076923077,1.63636363636364,0.533179012345679,2.69230769230769,1.59090909090909,6.46153846153846,2.63738898744543
"788",72,7,0.4531,42,28,14,44,0.112244897959184,1.04761904761905,3.14285714285714,1.57142857142857,0.553202479338843,3,1.5,6.57142857142857,3.1068081424631
"789",72,8,0.5654,42,28,14,45,0.114795918367347,1.07142857142857,3.21428571428571,1.60714285714286,0.53679012345679,3,1.5,6.57142857142857,3.21609201722337
"790",72,9,0.6315,42,28,14,46,0.11734693877551,1.0952380952381,3.28571428571429,1.64285714285714,0.52835538752363,3,1.5,6.57142857142857,3.11030316040095
"791",72,10,0.6804,46,29,17,51,0.103448275862069,1.10869565217391,3,1.75862068965517,0.552479815455594,2.70588235294118,1.58620689655172,5.76470588235294,2.9914654971833
"792",72,11,0.7133,48,30,18,55,0.101851851851852,1.14583333333333,3.05555555555556,1.83333333333333,0.530909090909091,2.66666666666667,1.6,5.77777777777778,3.16047540161599
"793",73,1,0.0775,7,4,3,6,0.5,0.857142857142857,2,1.5,0.333333333333333,2.33333333333333,1.75,12.6666666666667,1.16666666666667
"794",73,2,0.1264,17,9,8,14,0.194444444444444,0.823529411764706,1.75,1.55555555555556,0.581632653061224,2.125,1.88888888888889,8.125,1.8069149650612
"795",73,3,0.1757,17,9,8,15,0.208333333333333,0.882352941176471,1.875,1.66666666666667,0.595555555555556,2.125,1.88888888888889,8.125,1.65210303687284
"796",73,4,0.2086,22,13,9,19,0.162393162393162,0.863636363636364,2.11111111111111,1.46153846153846,0.623268698060942,2.44444444444444,1.69230769230769,7.88888888888889,1.95855802133359
"797",73,5,0.3006,29,19,10,29,0.152631578947368,1,2.9,1.52631578947368,0.618311533888228,2.9,1.52631578947368,8.3,2.7264140062238
"798",73,6,0.4129,30,19,11,31,0.148325358851675,1.03333333333333,2.81818181818182,1.63157894736842,0.605619146722164,2.72727272727273,1.57894736842105,7.63636363636364,2.79870505347569
"799",73,7,0.4443,35,23,12,39,0.141304347826087,1.11428571428571,3.25,1.69565217391304,0.537804076265615,2.91666666666667,1.52173913043478,7.66666666666667,3.01616637107916
"800",73,8,0.4902,37,24,13,41,0.131410256410256,1.10810810810811,3.15384615384615,1.70833333333333,0.541939321832243,2.84615384615385,1.54166666666667,7.30769230769231,2.92066397761456
"801",73,9,0.5339,43,27,16,49,0.113425925925926,1.13953488372093,3.0625,1.81481481481481,0.518533944189921,2.6875,1.59259259259259,6.125,3.03094062445951
"802",73,10,0.6,44,27,17,50,0.108932461873638,1.13636363636364,2.94117647058824,1.85185185185185,0.5136,2.58823529411765,1.62962962962963,6.05882352941176,2.97562647877325
"803",73,11,0.7133,48,30,18,55,0.101851851851852,1.14583333333333,3.05555555555556,1.83333333333333,0.530909090909091,2.66666666666667,1.6,5.77777777777778,3.16047540161599
"804",74,1,0.0489,15,8,7,11,0.196428571428571,0.733333333333333,1.57142857142857,1.375,0.677685950413223,2.14285714285714,1.875,9.14285714285714,2.06162439823215
"805",74,2,0.0982,17,9,8,13,0.180555555555556,0.764705882352941,1.625,1.44444444444444,0.668639053254438,2.125,1.88888888888889,8.125,1.84108163107285
"806",74,3,0.1441,20,11,9,16,0.161616161616162,0.8,1.77777777777778,1.45454545454545,0.63671875,2.22222222222222,1.81818181818182,7.55555555555556,1.74304172194599
"807",74,4,0.2574,27,15,12,21,0.116666666666667,0.777777777777778,1.75,1.4,0.700680272108844,2.25,1.8,7.16666666666667,1.90899151609805
"808",74,5,0.3349,27,15,12,23,0.127777777777778,0.851851851851852,1.91666666666667,1.53333333333333,0.638941398865785,2.25,1.8,7.16666666666667,1.90332827762157
"809",74,6,0.4472,28,15,13,25,0.128205128205128,0.892857142857143,1.92307692307692,1.66666666666667,0.6224,2.15384615384615,1.86666666666667,6.69230769230769,1.91066104817826
"810",74,7,0.4801,32,18,14,29,0.115079365079365,0.90625,2.07142857142857,1.61111111111111,0.633769322235434,2.28571428571429,1.77777777777778,6.64285714285714,2.18404232982318
"811",74,8,0.5462,32,18,14,30,0.119047619047619,0.9375,2.14285714285714,1.66666666666667,0.618888888888889,2.28571428571429,1.77777777777778,6.64285714285714,2.08592000591161
"812",74,9,0.5899,39,22,17,39,0.10427807486631,1,2.29411764705882,1.77272727272727,0.580539119000658,2.29411764705882,1.77272727272727,5.64705882352941,2.41776513236793
"813",74,10,0.6819,43,26,17,47,0.106334841628959,1.09302325581395,2.76470588235294,1.80769230769231,0.548211860570394,2.52941176470588,1.65384615384615,5.64705882352941,2.88462583819809
"814",74,11,0.7133,48,30,18,55,0.101851851851852,1.14583333333333,3.05555555555556,1.83333333333333,0.530909090909091,2.66666666666667,1.6,5.77777777777778,3.16047540161599
"815",75,1,0.092,18,12,6,17,0.236111111111111,0.944444444444444,2.83333333333333,1.41666666666667,0.59515570934256,3,1.5,11.8333333333333,1.94278008628558
"816",75,2,0.1234,25,18,7,25,0.198412698412698,1,3.57142857142857,1.38888888888889,0.552,3.57142857142857,1.38888888888889,11.2857142857143,2.43975018237133
"817",75,3,0.1723,31,21,10,31,0.147619047619048,1,3.1,1.47619047619048,0.593132154006243,3.1,1.47619047619048,8.5,2.7264140062238
"818",75,4,0.2384,32,21,11,32,0.138528138528139,1,2.90909090909091,1.52380952380952,0.58203125,2.90909090909091,1.52380952380952,8.18181818181818,2.66287609379578
"819",75,5,0.3507,33,21,12,34,0.134920634920635,1.03030303030303,2.83333333333333,1.61904761904762,0.570069204152249,2.75,1.57142857142857,7.58333333333333,2.67679377492828
"820",75,6,0.3966,35,22,13,36,0.125874125874126,1.02857142857143,2.76923076923077,1.63636363636364,0.570216049382716,2.69230769230769,1.59090909090909,7.23076923076923,2.57696500842319
