"","rep","area","region","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval","fraction"
"10372",29,99,"Salgal","mod3",2.30595351441144,0.247843836693302,9.30405833438165,0.00262833719678397,NA,NA,NA,NA,0.73
"10742",30,99,"Salgal","mod3",2.34728995130449,0.235752665285928,9.9565786391328,0.00215570724304673,NA,NA,NA,NA,0.73
"11107",31,99,"Salgal","mod3",2.47676606102518,0.195519047818974,12.6676458823508,0.00106102299342693,NA,NA,NA,NA,0.73
"11469",32,99,"Salgal","mod3",2.28860181638029,0.143398315946877,15.9597537897733,0.000534918848797128,NA,NA,NA,NA,0.73
"12561",35,99,"Salgal","mod3",2.47676606102518,0.195519047818974,12.6676458823508,0.00106102299342693,NA,NA,NA,NA,0.73
"12927",36,99,"Salgal","mod3",2.27421023546203,0.145264831607814,15.6556147161754,0.000566393132761607,NA,NA,NA,NA,0.73
"13298",37,99,"Salgal","mod3",2.2912902845623,0.250020958827646,9.16439283852926,0.00274694752762387,NA,NA,NA,NA,0.73
"13672",38,99,"Salgal","mod3",2.2912902845623,0.250020958827646,9.16439283852926,0.00274694752762387,NA,NA,NA,NA,0.73
"14044",39,99,"Salgal","mod3",2.16936757441919,0.220543884523886,9.83644402157176,0.00223372175789429,NA,NA,NA,NA,0.73
"14409",40,99,"Salgal","mod3",2.09420646688746,0.178727851440686,11.7172922407254,0.00133572492099547,NA,NA,NA,NA,0.73
"15522",43,99,"Salgal","mod3",2.09420646688746,0.178727851440686,11.7172922407254,0.00133572492099547,NA,NA,NA,NA,0.73
"16255",45,99,"Salgal","mod3",2.47676606102518,0.195519047818974,12.6676458823508,0.00106102299342693,NA,NA,NA,NA,0.73
"16626",46,99,"Salgal","mod3",2.06300794444386,0.142352914527132,14.4922072814369,0.000712315852030783,NA,NA,NA,NA,0.73
"16992",47,99,"Salgal","mod3",2.09420646688746,0.178727851440686,11.7172922407254,0.00133572492099547,NA,NA,NA,NA,0.73
"17350",48,99,"Salgal","mod3",2.47676606102518,0.195519047818974,12.6676458823508,0.00106102299342693,NA,NA,NA,NA,0.73
"17723",49,99,"Salgal","mod3",2.09402269930735,0.201166173046151,10.4094175854653,0.00189211508286077,NA,NA,NA,NA,0.73
"18469",51,99,"Salgal","mod3",2.13718972325395,0.23070845416608,9.26359517677427,0.0026619907775441,NA,NA,NA,NA,0.73
"19215",53,99,"Salgal","mod3",2.16936757441919,0.220543884523886,9.83644402157176,0.00223372175789429,NA,NA,NA,NA,0.73
"19584",54,99,"Salgal","mod3",2.32297506183243,0.1802505731408,12.8874767017682,0.00100839991885156,NA,NA,NA,NA,0.73
"20323",56,99,"Salgal","mod3",2.47676606102518,0.195519047818974,12.6676458823508,0.00106102299342693,NA,NA,NA,NA,0.73
"20690",57,99,"Salgal","mod3",2.47676606102518,0.195519047818974,12.6676458823508,0.00106102299342693,NA,NA,NA,NA,0.73
