"","replicate","area","region","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval","fraction"
"150757",57,1245,"Pannonian","mod1",-0.684433901327366,0.0698725598731359,-9.79546051511577,1.45188139556586e-11,13.7145355804939,1.26635591197726,10.8299218653943,1.01077146039185e-12,1
"151455",65,1245,"Pannonian","mod1",-0.832318521175502,0.082198678178196,-10.125692281464,3.41763954969087e-11,11.7923588455269,1.06201571251726,11.1037517680184,3.78249284910436e-12,1
"146308",8,1246,"Pannonian","mod1",-0.787275541686896,0.0783072112939384,-10.0536786929078,1.98846939970496e-11,12.1193154563213,1.10568158828436,10.9609453433392,2.29248574016215e-12,1
"151373",64,1247,"Pannonian","mod1",-0.721771133168929,0.0802058577703431,-8.99898278297339,3.73728969287351e-10,13.1348630434786,1.31719356208672,9.97185487504974,3.42779816466695e-11,1
"206736",71,1247,"Pannonian","mod1",-0.711929945573763,0.0730571779193662,-9.74483227862327,1.66007161389885e-11,13.290625240465,1.2428057123697,10.694049044177,1.42302360769271e-12,1
"207502",79,1247,"Pannonian","mod1",-0.757742277272483,0.0811705748353845,-9.33518431782944,1.18702303681488e-10,12.6873585311666,1.23841098030302,10.2448692178603,1.25019388716083e-11,1
"148224",29,1248,"Pannonian","mod1",-0.755237498284753,0.0691127648931494,-10.9276122790396,7.91552210745269e-13,12.3836642261746,1.03167064348892,12.0035054833927,5.80640325014118e-14,1
"149874",47,1248,"Pannonian","mod1",-0.59450096088832,0.0682316761178826,-8.71297606497621,3.50935526985425e-10,15.0438578362067,1.52134500175606,9.88852483745754,1.55323957787006e-11,1
"150231",51,1248,"Pannonian","mod1",-0.845812699508769,0.0848624678736604,-9.96686427700852,4.94266653128149e-11,11.3675578666212,1.05012458771436,10.8249611518602,6.9975013636676e-12,1
"207869",83,1248,"Pannonian","mod1",-0.545039714099499,0.0733984456908997,-7.42576643100598,1.56334935274991e-08,16.1798316977802,1.8970628188585,8.5288855682259,7.42267730938997e-10,1
"145684",1,1249,"Pannonian","mod1",-1.00745772005207,0.0809818330722983,-12.4405398325898,1.37055074804572e-13,9.89805277554232,0.738969814144829,13.3943939063287,1.96654861021932e-14,1
"150418",53,1249,"Pannonian","mod1",-0.687158225778191,0.0717983672720142,-9.57066646341461,1.49660299488917e-11,13.3624978116416,1.26163492957623,10.5914139648384,9.36250369996445e-13,1
"151631",67,1249,"Pannonian","mod1",-0.842372345974137,0.0759782639800878,-11.0870175474778,3.92370916083036e-12,11.5229169829799,0.957271514918087,12.0372504596733,5.16412900018706e-13,1
"146206",7,1250,"Pannonian","mod1",-0.684452802386758,0.0829698145128013,-8.24941945942467,3.29743845700066e-09,13.7201879294005,1.47581667326099,9.29667497188808,2.4311569246809e-10,1
"149403",42,1250,"Pannonian","mod1",-0.76464666129818,0.0757703266700343,-10.0916373850158,9.23054302564056e-12,12.534054136434,1.13670860669441,11.0266202460483,9.01286758452014e-13,1
"151720",68,1250,"Pannonian","mod1",-0.789413598514703,0.0837149218722817,-9.42978361395426,6.89652039934108e-11,12.1868252666754,1.18155038937725,10.3142662185559,7.4174012672107e-12,1
"148941",37,1251,"Pannonian","mod1",-0.65418590602505,0.0710103283639965,-9.21254585208669,5.30243112600986e-11,14.0193235248413,1.36859416422222,10.2435944060952,3.25310733326642e-12,1
"148046",27,1252,"Pannonian","mod1",-0.763881884147655,0.0801504886092564,-9.53059547611336,5.32120364219534e-11,12.5657613122842,1.20896352264258,10.3938299848929,6.09977935659048e-12,1
"148942",37,1252,"Pannonian","mod1",-0.834885685225444,0.078142612917067,-10.6841280840137,3.0089977123197e-12,11.5271217725112,0.98919314367449,11.6530546599749,3.07444524719089e-13,1
"149688",45,1252,"Pannonian","mod1",-0.72802256143976,0.0770950146192409,-9.44318598336532,4.95438632075444e-11,13.0519642641048,1.26529782135579,10.3153297538435,5.23629009014911e-12,1
"206844",72,1252,"Pannonian","mod1",-0.752980643805344,0.076204478331833,-9.88105502837359,2.18273550501637e-11,12.6849374216138,1.17350398769336,10.8094540407548,2.22528512093592e-12,1
"206934",73,1252,"Pannonian","mod1",-0.760784431789997,0.07800321697497,-9.75324430573319,4.16294337380097e-11,12.6523438334008,1.19108254824856,10.6225583205846,5.06845030155429e-12,1
"146585",11,1253,"Pannonian","mod1",-0.683694597031697,0.0745410107963569,-9.17205964511971,1.34638008448321e-10,13.6270663709423,1.35236749661816,10.0764521515189,1.33739103474869e-11,1
"148404",31,1254,"Pannonian","mod1",-0.756145736383409,0.0753801933894901,-10.0310930813934,1.07733843618062e-11,12.6235514256471,1.14921815489609,10.9844691992258,9.98528730261541e-13,1
"147299",19,1256,"Pannonian","mod1",-0.682700069372176,0.0746287509472445,-9.14794982773837,1.43396947344578e-10,13.4494562629131,1.32223026293477,10.171795820995,1.05496239145543e-11,1
"146309",8,1257,"Pannonian","mod1",-0.687148658694535,0.0873188335177257,-7.86942096008468,6.98823946514735e-09,13.662193120049,1.57577709151614,8.67013056199709,8.6191029089958e-10,1
