"","r","area","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval","fraction","fraction"
"2806",66,49,"mod1",-0.319554627140274,0.134061646170396,-2.38363943953151,0.02987548570041,5.00679505516701,0.921888283239176,5.43102146561075,5.54713539530523e-05,0.56,1
"2807",67,49,"mod1",-0.314206148694359,0.139138830538289,-2.25822042257207,0.0404221604689854,4.90308518696476,0.937507854435392,5.22991371620839,0.000127429317829396,0.56,1
"2808",69,49,"mod1",-0.339082333950243,0.161051983841288,-2.10542165245477,0.0514052856862293,4.58944238748092,0.953772132998054,4.81188559478523,0.000191628104896318,0.56,1
"2809",70,49,"mod1",-0.3384544120846,0.1446759162955,-2.3393970520519,0.0335624720311426,4.71578198650995,0.899097710459737,5.24501612188359,9.88755554638181e-05,0.56,1
"2810",73,49,"mod1",-0.370803702370338,0.151314242544821,-2.45055386812316,0.0280139605765031,4.63252054198644,0.910151753211428,5.08983312468587,0.000164751313836445,0.56,1
"2811",78,49,"mod1",-0.329828232114535,0.152548370489738,-2.16212228983936,0.0471774208474974,4.71677223158682,0.950667308152237,4.96153827015948,0.000170638474798053,0.56,1
"2812",79,49,"mod1",-0.303439888188421,0.150089193683335,-2.0217304173719,0.0660833755692804,5.09315554892987,1.08936299247674,4.67535209485156,0.000536534720900044,0.56,1
"2813",80,49,"mod1",-0.416448449633344,0.187989264899538,-2.21527782374113,0.0438259071670948,4.08326076135096,0.904957014243397,4.51210466031343,0.000487763778469821,0.56,1
"2814",81,49,"mod1",-0.233448513507117,0.11320231828113,-2.06222378703732,0.0558141161158348,5.66469015404495,0.977358097828008,5.79592082639275,2.73161031398759e-05,0.56,1
"2815",82,49,"mod1",-0.231100712392334,0.131410227251352,-1.75862044550232,0.0990201836742917,5.6640671852287,1.13867911252541,4.97424350980382,0.000166480670434396,0.56,1
"2816",84,49,"mod1",-0.262685628369566,0.124208888299469,-2.11486981298977,0.0543250717766483,5.88760558943547,1.13128984897349,5.20432990252477,0.000169806846058305,0.56,1
"2817",85,49,"mod1",-0.392375406031092,0.120759299981867,-3.24923551304131,0.00502909590266347,4.57667292027909,0.699068350701086,6.54681751174861,6.72519247376236e-06,0.56,1
"2818",86,49,"mod1",-0.435289024397792,0.204854229046938,-2.12487204400382,0.051885589697919,3.95449267757832,0.924501954466724,4.27743030555232,0.00076630213503999,0.56,1
"2819",88,49,"mod1",-0.301191265105758,0.145580041592856,-2.06890492549866,0.0575432117888732,5.045700829066,1.03136007900841,4.89227858607552,0.0002376993870797,0.56,1
"2820",91,49,"mod1",-0.374561014378883,0.166986274942472,-2.24306467407529,0.0404227280362143,4.36284917827353,0.902474775126833,4.83431703413581,0.000218679072736106,0.56,1
"2821",93,49,"mod1",-0.198021818271349,0.118372808141477,-1.67286576520746,0.112654493905431,5.65925985451921,1.01955449357385,5.55071836786457,3.52153714802498e-05,0.56,1
"2822",97,49,"mod1",-0.312449252515503,0.108974422320095,-2.86717970936091,0.0106793784540027,5.1102641293964,0.767000560548929,6.66266022770449,4.00192989120873e-06,0.56,1
"2823",99,49,"mod1",-0.231691668635878,0.125715606971247,-1.84298253985974,0.0851818254426974,5.69852008297206,1.08610285509828,5.24675914092537,9.85474241309336e-05,0.56,1
"2824",100,49,"mod1",-0.33519616206791,0.121172579545883,-2.76627074643555,0.0137655694875978,4.88703939675843,0.787853946441283,6.202976349656,1.26561001704174e-05,0.56,1
"2825",1,50,"mod1",-0.337030979540939,0.186583292266352,-1.80632989935573,0.0897113142143233,4.36768832650007,1.01247386614844,4.31387759480177,0.000534966911053623,0.59,1
"2826",2,50,"mod1",-0.317244625481845,0.147193349110604,-2.15529184843441,0.047792905556362,4.76013788322508,0.935059489972282,5.09073265848164,0.000132903001196868,0.59,1
"2827",6,50,"mod1",-0.355461637164633,0.198466629988445,-1.7910398195673,0.0949244901933561,4.36667790564147,1.08622311491251,4.02005614287925,0.00126531398526708,0.59,1
"2828",7,50,"mod1",-0.250094721069511,0.134541990810935,-1.85885997049765,0.0841944506401127,5.45175136312701,1.11132728441432,4.90562180879069,0.000231850511728963,0.59,1
"2829",8,50,"mod1",-0.399672443769085,0.163302473323632,-2.44743656133742,0.0271778707609087,4.37681548193743,0.878462933005088,4.98235647458113,0.000163880508754675,0.59,1
"2830",10,50,"mod1",-0.299145760592606,0.140503196123033,-2.12910288767137,0.0502222453963148,5.03304701558651,0.978468207318712,5.14380230031032,0.000120006935019837,0.59,1
"2831",11,50,"mod1",-0.342399240001678,0.141187198513621,-2.42514366462655,0.0283928354359273,4.74312796400234,0.880252498415734,5.3883720552216,7.53218910943173e-05,0.59,1
"2832",13,50,"mod1",-0.374265973741687,0.144111362335945,-2.59706082626031,0.0210976632053814,4.63067265514485,0.868118155709955,5.33415022446782,0.000105435368017152,0.59,1
"2833",14,50,"mod1",-0.34993632529452,0.140199947128657,-2.49598043694977,0.0238664107073614,4.78232299919928,0.879079917463226,5.44014588912428,5.44859868319987e-05,0.59,1
"2834",15,50,"mod1",-0.456910193252206,0.191135311546176,-2.39050644046913,0.0326600485936804,3.99660501003113,0.875945643653766,4.562617599604,0.00053274406822712,0.59,1
"2835",17,50,"mod1",-0.194005094141805,0.113824991883786,-1.7044156202522,0.105503465340979,5.91716296973912,1.04754030668508,5.6486255774385,2.33269443027175e-05,0.59,1
"2836",20,50,"mod1",-0.29825868451024,0.13571766302568,-2.19764088078797,0.0453001403294784,5.00771086773678,0.954696415933892,5.2453437387614,0.000123893778948789,0.59,1
"2837",22,50,"mod1",-0.290225467119476,0.112644489210034,-2.57647284083582,0.0202864591723722,5.1542649108819,0.80326435865775,6.41664833666296,8.52769601418932e-06,0.59,1
"2838",23,50,"mod1",-0.290045887853956,0.151885155566632,-1.90963946918903,0.0768866750893198,5.07970845370482,1.10021419312402,4.61701774568201,0.000399327959243463,0.59,1
"2839",24,50,"mod1",-0.491243645977929,0.215661676349838,-2.27784395583132,0.0402794609443059,3.77995356025466,0.901581840414317,4.19257952058751,0.00105403772777772,0.59,1
"2840",25,50,"mod1",-0.202867747076559,0.118254061117853,-1.71552456768803,0.1068255282674,5.59917009097539,1.01438881227111,5.51974748069178,5.88371532510605e-05,0.59,1
"2841",26,50,"mod1",-0.284869646934288,0.125941796072415,-2.26191507361457,0.0401412114765743,5.09892556193698,0.903838342778373,5.64141320478066,6.08332394409307e-05,0.59,1
"2842",28,50,"mod1",-0.345618049913995,0.173824712694736,-1.98831365549821,0.0666924414471299,4.48063573494928,0.988632840063807,4.53215344804861,0.000469424496865904,0.59,1
"2843",30,50,"mod1",-0.423694295051259,0.195005616734521,-2.17272867390313,0.0488819649964134,4.08676243235744,0.939236009786724,4.35115603509009,0.000785317846808257,0.59,1
"2844",32,50,"mod1",-0.334218554736524,0.15288463914188,-2.18608328876234,0.0477003293699719,4.79627906107654,0.991371099018942,4.83802590757681,0.000324011931231313,0.59,1
"2845",34,50,"mod1",-0.254982564656257,0.135750202157587,-1.87832180434072,0.082947222978031,5.34198440918087,1.08003533922261,4.94612001587462,0.000267270322937591,0.59,1
"2846",37,50,"mod1",-0.258241209572911,0.145728984442179,-1.77206484050791,0.0966899327318713,5.26712346803717,1.1075342838184,4.75572047293915,0.000255133513118788,0.59,1
"2847",40,50,"mod1",-0.323220754862838,0.178970730509539,-1.80599785195385,0.0941147569603015,4.64444895520289,1.09614955557558,4.23705773685608,0.000970262993113257,0.59,1
"2848",41,50,"mod1",-0.285212598765461,0.129683062142645,-2.1993049366134,0.0429041891285196,5.24016634934337,0.957071278166589,5.47521012163449,5.08644862187583e-05,0.59,1
"2849",43,50,"mod1",-0.243590380418129,0.127016370922906,-1.91778727929471,0.0757689348698248,5.57161302859343,1.05985811313247,5.25694237705672,0.000121303392099504,0.59,1
"2850",45,50,"mod1",-0.28197744454695,0.140905175115992,-2.0011858635769,0.0638047228536678,4.92233533493494,0.945271852206986,5.20732244744457,0.00010625512596424,0.59,1
"2851",49,50,"mod1",-0.294492309768847,0.143293501674027,-2.0551686317135,0.0565661212354515,4.8626021940499,0.93482153195905,5.20163691978686,8.7344857806936e-05,0.59,1
"2852",51,50,"mod1",-0.226072346103559,0.103831632823926,-2.17729741847481,0.0470580992548229,5.87545158500781,0.956982165953299,6.13956225522236,2.56388278303329e-05,0.59,1
"2853",53,50,"mod1",-0.365690926028661,0.197183962295935,-1.85456728717029,0.0848399613860518,4.34598705863102,1.06624082818767,4.07599009880166,0.00113410872653573,0.59,1
"2854",54,50,"mod1",-0.26373681292241,0.122094559608227,-2.16010290522919,0.0473586172539282,5.34896128717586,0.957458408868991,5.58662521278014,5.19309953723648e-05,0.59,1
"2855",55,50,"mod1",-0.269101203357105,0.155656494095053,-1.72881449580109,0.104363007773059,5.14996629460774,1.14709356282521,4.48957823625453,0.00043218438987337,0.59,1
"2856",56,50,"mod1",-0.463991858008974,0.17722987011909,-2.61802289702743,0.0202538418120428,4.03232536727178,0.827133776561738,4.87505828142276,0.000245474384868547,0.59,1
"2857",57,50,"mod1",-0.290534545477902,0.139122580687817,-2.08833493485752,0.0555174752640414,5.0971936865323,1.0001279522205,5.09654157272121,0.000162727498662704,0.59,1
"2858",58,50,"mod1",-0.283627076756355,0.145716140760653,-1.94643555117362,0.071954714081366,5.01249844773977,1.02295868995731,4.90000084749165,0.000234296022790286,0.59,1
"2859",60,50,"mod1",-0.39463724919325,0.153657378750112,-2.56829351381189,0.0214067441036727,4.51110157925446,0.882822198416821,5.10986423692595,0.000128096391138777,0.59,1
"2860",61,50,"mod1",-0.219944586139673,0.104140870399177,-2.11199104920687,0.0507634572432152,5.9209356979558,0.952493255489625,6.21624947350643,1.2347227312246e-05,0.59,1
"2861",62,50,"mod1",-0.286028694794234,0.121719573645916,-2.34989892115706,0.0339699760693621,5.15994999415929,0.89659755430334,5.75503465227338,4.9801244096089e-05,0.59,1
"2862",63,50,"mod1",-0.236596802327074,0.0900615219790323,-2.62705756163168,0.0176621020242064,5.86235153009892,0.811090416935858,7.22774108495296,1.41287376755187e-06,0.59,1
"2863",65,50,"mod1",-0.367914208858406,0.169647366459414,-2.16869979497397,0.0478200118811362,4.49191887205284,0.964733736658085,4.65612292943461,0.000370753022378053,0.59,1
"2864",66,50,"mod1",-0.319554627140274,0.134061646170396,-2.38363943953151,0.02987548570041,5.00679505516701,0.921888283239176,5.43102146561075,5.54713539530523e-05,0.59,1
"2865",67,50,"mod1",-0.314206148694359,0.139138830538289,-2.25822042257207,0.0404221604689854,4.90308518696476,0.937507854435392,5.22991371620839,0.000127429317829396,0.59,1
"2866",69,50,"mod1",-0.339082333950243,0.161051983841288,-2.10542165245477,0.0514052856862293,4.58944238748092,0.953772132998054,4.81188559478523,0.000191628104896318,0.59,1
"2867",70,50,"mod1",-0.3384544120846,0.1446759162955,-2.3393970520519,0.0335624720311426,4.71578198650995,0.899097710459737,5.24501612188359,9.88755554638181e-05,0.59,1
"2868",73,50,"mod1",-0.370803702370338,0.151314242544821,-2.45055386812316,0.0280139605765031,4.63252054198644,0.910151753211428,5.08983312468587,0.000164751313836445,0.59,1
"2869",78,50,"mod1",-0.329828232114535,0.152548370489738,-2.16212228983936,0.0471774208474974,4.71677223158682,0.950667308152237,4.96153827015948,0.000170638474798053,0.59,1
"2870",79,50,"mod1",-0.303439888188421,0.150089193683335,-2.0217304173719,0.0660833755692804,5.09315554892987,1.08936299247674,4.67535209485156,0.000536534720900044,0.59,1
"2871",80,50,"mod1",-0.416448449633344,0.187989264899538,-2.21527782374113,0.0438259071670948,4.08326076135096,0.904957014243397,4.51210466031343,0.000487763778469821,0.59,1
"2872",81,50,"mod1",-0.233448513507117,0.11320231828113,-2.06222378703732,0.0558141161158348,5.66469015404495,0.977358097828008,5.79592082639275,2.73161031398759e-05,0.59,1
"2873",82,50,"mod1",-0.231100712392334,0.131410227251352,-1.75862044550232,0.0990201836742917,5.6640671852287,1.13867911252541,4.97424350980382,0.000166480670434396,0.59,1
"2874",84,50,"mod1",-0.262685628369566,0.124208888299469,-2.11486981298977,0.0543250717766483,5.88760558943547,1.13128984897349,5.20432990252477,0.000169806846058305,0.59,1
"2875",85,50,"mod1",-0.392375406031092,0.120759299981867,-3.24923551304131,0.00502909590266347,4.57667292027909,0.699068350701086,6.54681751174861,6.72519247376236e-06,0.59,1
"2876",86,50,"mod1",-0.435289024397792,0.204854229046938,-2.12487204400382,0.051885589697919,3.95449267757832,0.924501954466724,4.27743030555232,0.00076630213503999,0.59,1
"2877",88,50,"mod1",-0.326018315345338,0.151949792457247,-2.14556604568623,0.0499275181188312,4.85111472425467,1.000776207183,4.84735217467815,0.000258540910634889,0.59,1
"2878",90,50,"mod1",-0.263643401117992,0.138571999777236,-1.9025734025764,0.0778680615552096,5.13483803340778,1.02807247539838,4.99462650375695,0.000196463670293375,0.59,1
"2879",91,50,"mod1",-0.374561014378883,0.166986274942472,-2.24306467407529,0.0404227280362143,4.36284917827353,0.902474775126833,4.83431703413581,0.000218679072736106,0.59,1
"2880",93,50,"mod1",-0.198021818271349,0.118372808141477,-1.67286576520746,0.112654493905431,5.65925985451921,1.01955449357385,5.55071836786457,3.52153714802498e-05,0.59,1
"2881",97,50,"mod1",-0.323839302631755,0.107153769799949,-3.02219234317511,0.00768225138089778,5.04950221615227,0.737361478862405,6.84806890636951,2.83027217770639e-06,0.59,1
"2882",99,50,"mod1",-0.231691668635878,0.125715606971247,-1.84298253985974,0.0851818254426974,5.69852008297206,1.08610285509828,5.24675914092537,9.85474241309336e-05,0.59,1
"2883",100,50,"mod1",-0.301793938400911,0.120742193052061,-2.49949028398701,0.0236985146417633,5.04519307969418,0.833863092666346,6.0503853978736,1.68425835604759e-05,0.59,1
"2884",1,51,"mod1",-0.337030979540939,0.186583292266352,-1.80632989935573,0.0897113142143233,4.36768832650007,1.01247386614844,4.31387759480177,0.000534966911053623,0.59,1
"2885",2,51,"mod1",-0.317244625481845,0.147193349110604,-2.15529184843441,0.047792905556362,4.76013788322508,0.935059489972282,5.09073265848164,0.000132903001196868,0.59,1
"2886",6,51,"mod1",-0.355461637164633,0.198466629988445,-1.7910398195673,0.0949244901933561,4.36667790564147,1.08622311491251,4.02005614287925,0.00126531398526708,0.59,1
"2887",7,51,"mod1",-0.250094721069511,0.134541990810935,-1.85885997049765,0.0841944506401127,5.45175136312701,1.11132728441432,4.90562180879069,0.000231850511728963,0.59,1
"2888",8,51,"mod1",-0.399672443769085,0.163302473323632,-2.44743656133742,0.0271778707609087,4.37681548193743,0.878462933005088,4.98235647458113,0.000163880508754675,0.59,1
"2889",10,51,"mod1",-0.291246794117986,0.146037340336254,-1.99433099402786,0.0646195184185331,5.02266705643696,1.01492059921746,4.94882758346775,0.00017490534313448,0.59,1
"2890",11,51,"mod1",-0.364576480371913,0.143021382422605,-2.54910471564769,0.0222374018265015,4.64970784930707,0.85849885480899,5.41609091644228,7.14835909442914e-05,0.59,1
"2891",13,51,"mod1",-0.314747473207809,0.146138041964792,-2.15376823841419,0.0479312066312633,4.86471467920652,0.961480114343028,5.05961028900794,0.000141124148635901,0.59,1
"2892",14,51,"mod1",-0.376644890078395,0.138927543455355,-2.71108867767053,0.0154176980912465,4.6301664529674,0.820139670607098,5.64558284266384,3.64969326568264e-05,0.59,1
"2893",15,51,"mod1",-0.456910193252206,0.191135311546176,-2.39050644046913,0.0326600485936804,3.99660501003113,0.875945643653766,4.562617599604,0.00053274406822712,0.59,1
"2894",17,51,"mod1",-0.194005094141805,0.113824991883786,-1.7044156202522,0.105503465340979,5.91716296973912,1.04754030668508,5.6486255774385,2.33269443027175e-05,0.59,1
"2895",20,51,"mod1",-0.333139663878689,0.137532940871322,-2.42225361988282,0.0295795960289189,4.80866746946219,0.896424830845867,5.36427294737556,9.98447625236145e-05,0.59,1
"2896",22,51,"mod1",-0.290225467119476,0.112644489210034,-2.57647284083582,0.0202864591723722,5.1542649108819,0.80326435865775,6.41664833666296,8.52769601418932e-06,0.59,1
"2897",23,51,"mod1",-0.290045887853956,0.151885155566632,-1.90963946918903,0.0768866750893198,5.07970845370482,1.10021419312402,4.61701774568201,0.000399327959243463,0.59,1
"2898",24,51,"mod1",-0.540700602206066,0.244122662957723,-2.21487262040765,0.0468683844672013,3.64990386553245,0.968980448433572,3.76674665771924,0.00268767416375985,0.59,1
"2899",25,51,"mod1",-0.202867747076559,0.118254061117853,-1.71552456768803,0.1068255282674,5.59917009097539,1.01438881227111,5.51974748069178,5.88371532510605e-05,0.59,1
"2900",26,51,"mod1",-0.288291735540388,0.130405682559995,-2.21072985379879,0.0442017075504098,5.05538104014418,0.921750894825603,5.48454150521944,8.04240016767919e-05,0.59,1
"2901",28,51,"mod1",-0.345618049913995,0.173824712694736,-1.98831365549821,0.0666924414471299,4.48063573494928,0.988632840063807,4.53215344804861,0.000469424496865904,0.59,1
"2902",30,51,"mod1",-0.423694295051259,0.195005616734521,-2.17272867390313,0.0488819649964134,4.08676243235744,0.939236009786724,4.35115603509009,0.000785317846808257,0.59,1
"2903",32,51,"mod1",-0.325389324374333,0.158556545656362,-2.05219735979583,0.0608550294091739,4.8007694336042,1.03196157481241,4.65208158014692,0.000452809391193822,0.59,1
"2904",34,51,"mod1",-0.282424307977277,0.147984034175104,-1.90847823247672,0.0786556917574338,5.10646798900781,1.08211321397635,4.71897757374525,0.000401239169587502,0.59,1
"2905",37,51,"mod1",-0.258241209572911,0.145728984442179,-1.77206484050791,0.0966899327318713,5.26712346803717,1.1075342838184,4.75572047293915,0.000255133513118788,0.59,1
"2906",40,51,"mod1",-0.323220754862838,0.178970730509539,-1.80599785195385,0.0941147569603015,4.64444895520289,1.09614955557558,4.23705773685608,0.000970262993113257,0.59,1
"2907",41,51,"mod1",-0.285212598765461,0.129683062142645,-2.1993049366134,0.0429041891285196,5.24016634934337,0.957071278166589,5.47521012163449,5.08644862187583e-05,0.59,1
"2908",43,51,"mod1",-0.243590380418129,0.127016370922906,-1.91778727929471,0.0757689348698248,5.57161302859343,1.05985811313247,5.25694237705672,0.000121303392099504,0.59,1
"2909",45,51,"mod1",-0.275879478494596,0.1390679516022,-1.98377466063311,0.0658927890477848,4.98044973023913,0.953208757033933,5.2249307336796,0.000102739354792899,0.59,1
"2910",49,51,"mod1",-0.287745676399796,0.144751055045096,-1.98786583151433,0.0642171206598747,4.90977659570346,0.963467047176005,5.09594657138964,0.000107899557656847,0.59,1
"2911",51,51,"mod1",-0.225549415472247,0.118287238949462,-1.90679415189168,0.0788899303542406,5.8281094196875,1.08468270314542,5.37310072594213,0.000126858713207645,0.59,1
"2912",53,51,"mod1",-0.365690926028661,0.197183962295935,-1.85456728717029,0.0848399613860518,4.34598705863102,1.06624082818767,4.07599009880166,0.00113410872653573,0.59,1
"2913",54,51,"mod1",-0.26373681292241,0.122094559608227,-2.16010290522919,0.0473586172539282,5.34896128717586,0.957458408868991,5.58662521278014,5.19309953723648e-05,0.59,1
"2914",55,51,"mod1",-0.269101203357105,0.155656494095053,-1.72881449580109,0.104363007773059,5.14996629460774,1.14709356282521,4.48957823625453,0.00043218438987337,0.59,1
"2915",56,51,"mod1",-0.463991858008974,0.17722987011909,-2.61802289702743,0.0202538418120428,4.03232536727178,0.827133776561738,4.87505828142276,0.000245474384868547,0.59,1
"2916",57,51,"mod1",-0.287197176930472,0.139573795081818,-2.05767262230074,0.0587451350500487,5.12310651625572,1.01381930667763,5.05327377621615,0.000176249213612193,0.59,1
"2917",58,51,"mod1",-0.283627076756355,0.145716140760653,-1.94643555117362,0.071954714081366,5.01249844773977,1.02295868995731,4.90000084749165,0.000234296022790286,0.59,1
"2918",60,51,"mod1",-0.39463724919325,0.153657378750112,-2.56829351381189,0.0214067441036727,4.51110157925446,0.882822198416821,5.10986423692595,0.000128096391138777,0.59,1
"2919",61,51,"mod1",-0.219944586139673,0.104140870399177,-2.11199104920687,0.0507634572432152,5.9209356979558,0.952493255489625,6.21624947350643,1.2347227312246e-05,0.59,1
"2920",62,51,"mod1",-0.237868760948404,0.118892837117652,-2.00069883699569,0.0652048280503923,5.38070255781563,0.949840345711062,5.66484944771173,5.8365076417502e-05,0.59,1
"2921",63,51,"mod1",-0.236596802327074,0.0900615219790323,-2.62705756163168,0.0176621020242064,5.86235153009892,0.811090416935858,7.22774108495296,1.41287376755187e-06,0.59,1
"2922",65,51,"mod1",-0.367914208858406,0.169647366459414,-2.16869979497397,0.0478200118811362,4.49191887205284,0.964733736658085,4.65612292943461,0.000370753022378053,0.59,1
"2923",66,51,"mod1",-0.310997329339726,0.139228560367829,-2.23371791332253,0.0401280848627264,4.99675739694445,0.955737729344103,5.22816798325372,8.28492774512974e-05,0.59,1
"2924",67,51,"mod1",-0.320580617555468,0.132563760190559,-2.41831264513497,0.0287753227385901,4.85294166447119,0.868937206437287,5.58491641112784,5.20965458526607e-05,0.59,1
"2925",69,51,"mod1",-0.35927395203002,0.165036548719931,-2.17693568374187,0.0448029484391435,4.46124189499437,0.927661549611235,4.80912666571553,0.000192708421906276,0.59,1
"2926",70,51,"mod1",-0.3384544120846,0.1446759162955,-2.3393970520519,0.0335624720311426,4.71578198650995,0.899097710459737,5.24501612188359,9.88755554638181e-05,0.59,1
"2927",73,51,"mod1",-0.370803702370338,0.151314242544821,-2.45055386812316,0.0280139605765031,4.63252054198644,0.910151753211428,5.08983312468587,0.000164751313836445,0.59,1
"2928",78,51,"mod1",-0.329828232114535,0.152548370489738,-2.16212228983936,0.0471774208474974,4.71677223158682,0.950667308152237,4.96153827015948,0.000170638474798053,0.59,1
"2929",79,51,"mod1",-0.308471497937581,0.147365835278205,-2.09323617889609,0.0565017037043907,4.96538537819233,1.00998659928675,4.91628837620112,0.000281811690366747,0.59,1
"2930",80,51,"mod1",-0.416448449633344,0.187989264899538,-2.21527782374113,0.0438259071670948,4.08326076135096,0.904957014243397,4.51210466031343,0.000487763778469821,0.59,1
"2931",81,51,"mod1",-0.242045487244584,0.112479465561775,-2.15190822641,0.0470191208113817,5.63132638027049,0.959664971192203,5.86801284751972,2.37978438483461e-05,0.59,1
"2932",82,51,"mod1",-0.218641315773814,0.12589728735171,-1.7366642313985,0.101656767569905,5.60459148524755,1.05928432584073,5.29092269990808,7.31401290739411e-05,0.59,1
"2933",84,51,"mod1",-0.262685628369566,0.124208888299469,-2.11486981298977,0.0543250717766483,5.88760558943547,1.13128984897349,5.20432990252477,0.000169806846058305,0.59,1
"2934",85,51,"mod1",-0.392375406031092,0.120759299981867,-3.24923551304131,0.00502909590266347,4.57667292027909,0.699068350701086,6.54681751174861,6.72519247376236e-06,0.59,1
"2935",86,51,"mod1",-0.435289024397792,0.204854229046938,-2.12487204400382,0.051885589697919,3.95449267757832,0.924501954466724,4.27743030555232,0.00076630213503999,0.59,1
"2936",88,51,"mod1",-0.326018315345338,0.151949792457247,-2.14556604568623,0.0499275181188312,4.85111472425467,1.000776207183,4.84735217467815,0.000258540910634889,0.59,1
"2937",90,51,"mod1",-0.263643401117992,0.138571999777236,-1.9025734025764,0.0778680615552096,5.13483803340778,1.02807247539838,4.99462650375695,0.000196463670293375,0.59,1
"2938",91,51,"mod1",-0.374561014378883,0.166986274942472,-2.24306467407529,0.0404227280362143,4.36284917827353,0.902474775126833,4.83431703413581,0.000218679072736106,0.59,1
"2939",93,51,"mod1",-0.198021818271349,0.118372808141477,-1.67286576520746,0.112654493905431,5.65925985451921,1.01955449357385,5.55071836786457,3.52153714802498e-05,0.59,1
"2940",97,51,"mod1",-0.323839302631755,0.107153769799949,-3.02219234317511,0.00768225138089778,5.04950221615227,0.737361478862405,6.84806890636951,2.83027217770639e-06,0.59,1
"2941",99,51,"mod1",-0.231691668635878,0.125715606971247,-1.84298253985974,0.0851818254426974,5.69852008297206,1.08610285509828,5.24675914092537,9.85474241309336e-05,0.59,1
"2942",100,51,"mod1",-0.329215737821409,0.116918783200898,-2.81576431783188,0.0119036293170278,4.86269947438391,0.751354502558512,6.47191100582408,5.74340173190985e-06,0.59,1
"2943",1,52,"mod1",-0.337030979540939,0.186583292266352,-1.80632989935573,0.0897113142143233,4.36768832650007,1.01247386614844,4.31387759480177,0.000534966911053623,0.59,1
"2944",2,52,"mod1",-0.317244625481845,0.147193349110604,-2.15529184843441,0.047792905556362,4.76013788322508,0.935059489972282,5.09073265848164,0.000132903001196868,0.59,1
"2945",6,52,"mod1",-0.355461637164633,0.198466629988445,-1.7910398195673,0.0949244901933561,4.36667790564147,1.08622311491251,4.02005614287925,0.00126531398526708,0.59,1
"2946",7,52,"mod1",-0.30058829897825,0.145851597655638,-2.06091879560998,0.0583954212687911,5.08025931754963,1.05616943432752,4.81007985312916,0.000277264049803854,0.59,1
"2947",8,52,"mod1",-0.3814360556875,0.166911091037713,-2.28526488752815,0.0372698466897951,4.43701933305323,0.922050571029944,4.81212145240256,0.000228394644825149,0.59,1
"2948",10,52,"mod1",-0.30904000357826,0.151534756894421,-2.03940013440994,0.0594314094519051,4.91920080079261,1.0128772987142,4.85666013744931,0.000209328252544005,0.59,1
"2949",11,52,"mod1",-0.364576480371913,0.143021382422605,-2.54910471564769,0.0222374018265015,4.64970784930707,0.85849885480899,5.41609091644228,7.14835909442914e-05,0.59,1
"2950",13,52,"mod1",-0.314747473207809,0.146138041964792,-2.15376823841419,0.0479312066312633,4.86471467920652,0.961480114343028,5.05961028900794,0.000141124148635901,0.59,1
"2951",14,52,"mod1",-0.374117143649092,0.139366490579823,-2.68441245878122,0.0162833305791178,4.64610628950626,0.828588054940592,5.60725714280225,3.93135809302742e-05,0.59,1
"2952",15,52,"mod1",-0.456910193252206,0.191135311546176,-2.39050644046913,0.0326600485936804,3.99660501003113,0.875945643653766,4.562617599604,0.00053274406822712,0.59,1
"2953",17,52,"mod1",-0.194005094141805,0.113824991883786,-1.7044156202522,0.105503465340979,5.91716296973912,1.04754030668508,5.6486255774385,2.33269443027175e-05,0.59,1
"2954",20,52,"mod1",-0.333139663878689,0.137532940871322,-2.42225361988282,0.0295795960289189,4.80866746946219,0.896424830845867,5.36427294737556,9.98447625236145e-05,0.59,1
"2955",22,52,"mod1",-0.292162853088328,0.112880232555707,-2.58825523719704,0.0198074871620256,5.15384612038497,0.804499074756151,6.40627973617886,8.69139833425971e-06,0.59,1
"2956",23,52,"mod1",-0.275936592965126,0.159109498627004,-1.73425593912528,0.104825815974546,5.11372666502226,1.17046322452929,4.36897679299475,0.000642057069438279,0.59,1
"2957",24,52,"mod1",-0.540700602206066,0.244122662957723,-2.21487262040765,0.0468683844672013,3.64990386553245,0.968980448433572,3.76674665771924,0.00268767416375985,0.59,1
"2958",25,52,"mod1",-0.202867747076559,0.118254061117853,-1.71552456768803,0.1068255282674,5.59917009097539,1.01438881227111,5.51974748069178,5.88371532510605e-05,0.59,1
"2959",26,52,"mod1",-0.288291735540388,0.130405682559995,-2.21072985379879,0.0442017075504098,5.05538104014418,0.921750894825603,5.48454150521944,8.04240016767919e-05,0.59,1
"2960",28,52,"mod1",-0.331977617445172,0.172227083189586,-1.92755756700433,0.0744480158038811,4.56988447108093,1.01593934920397,4.49818630872169,0.000500928006465873,0.59,1
"2961",30,52,"mod1",-0.380316342635786,0.180259484548971,-2.10982708392504,0.0548253435471523,4.24434430337403,0.925823690572073,4.58439803020316,0.000512024623812183,0.59,1
"2962",32,52,"mod1",-0.325389324374333,0.158556545656362,-2.05219735979583,0.0608550294091739,4.8007694336042,1.03196157481241,4.65208158014692,0.000452809391193822,0.59,1
"2963",34,52,"mod1",-0.282424307977277,0.147984034175104,-1.90847823247672,0.0786556917574338,5.10646798900781,1.08211321397635,4.71897757374525,0.000401239169587502,0.59,1
"2964",37,52,"mod1",-0.272423867153488,0.140973395571482,-1.93244878616371,0.0737946009775784,5.25766626740725,1.06780124317453,4.92382482321938,0.000224110809537277,0.59,1
