"","s_type","r","area","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval","fraction"
"628",1,34,1,"mod2",NA,NA,NA,NA,35.5464642357253,5.40335902090706,6.57858641230138,0.000101755000138628,0.77
"685",1,37,1,"mod2",NA,NA,NA,NA,32.6001363234708,3.71033776091113,8.78629882888756,2.66446407288687e-07,0.77
"704",1,38,1,"mod2",NA,NA,NA,NA,41.877568807995,6.4381966610975,6.50454948992755,1.98940987215598e-05,0.77
"742",1,40,1,"mod2",NA,NA,NA,NA,33.649989502307,3.69267798481067,9.11262494068578,2.91558807344182e-07,0.77
"761",1,41,1,"mod2",NA,NA,NA,NA,31.6842877054365,3.17786544836336,9.9703049799526,1.61723830070991e-08,0.77
"780",1,42,1,"mod2",NA,NA,NA,NA,39.0178878881786,6.40928470566073,6.08771332216178,7.87382934806539e-05,0.77
"799",1,43,1,"mod2",NA,NA,NA,NA,33.25579638629,4.63171286134324,7.18002116751371,1.11700797220111e-05,0.77
"856",1,46,1,"mod2",NA,NA,NA,NA,39.3369311582939,4.02714898729374,9.76793540105118,2.36105258480957e-07,0.77
"913",1,49,1,"mod2",NA,NA,NA,NA,36.1639704670273,4.37791632289628,8.26054401220317,4.81014329516148e-06,0.77
"932",1,50,1,"mod2",NA,NA,NA,NA,20.4490417278484,1.16685461169804,17.5249268613597,7.25928020705187e-12,0.77
"951",1,51,1,"mod2",NA,NA,NA,NA,39.3910597731463,4.34740599016506,9.06081922467305,6.43906290898245e-08,0.77
"970",1,52,1,"mod2",NA,NA,NA,NA,18.5841759633118,0.603792134155219,30.7790958378638,2.92839333078938e-14,0.77
"989",1,53,1,"mod2",NA,NA,NA,NA,27.1936689694052,3.2034608132315,8.48884083647446,1.16131193359175e-06,0.77
"1027",1,55,1,"mod2",NA,NA,NA,NA,33.6931633270328,3.58347894347243,9.40236118546402,6.94057644169542e-07,0.77
"1046",1,56,1,"mod2",NA,NA,NA,NA,18.0157027738854,0.680259267907738,26.4835829863751,1.07193447160583e-12,0.77
"1065",1,57,1,"mod2",NA,NA,NA,NA,19.1888130200106,1.07894326378373,17.7848211895014,1.66140179529022e-10,0.77
"1084",1,58,1,"mod2",NA,NA,NA,NA,28.9840280325241,2.71412219170722,10.6789694734756,5.8617557378843e-09,0.77
"1103",1,59,1,"mod2",NA,NA,NA,NA,17.1863187169623,0.67304047209547,25.5353421220774,1.94708926835037e-10,0.77
"1160",1,62,1,"mod2",NA,NA,NA,NA,35.436377635367,5.11126231926814,6.93299921269566,2.47765415488887e-05,0.77
"1179",1,63,1,"mod2",NA,NA,NA,NA,24.3295924353405,1.36191574101555,17.8642420398185,5.41702254410028e-12,0.77
"1198",1,64,1,"mod2",NA,NA,NA,NA,41.0981707503926,5.71742874956942,7.18822613285521,1.10445713333482e-05,0.77
"1217",1,65,1,"mod2",NA,NA,NA,NA,16.4620653345489,1.06648471519759,15.4358192855103,9.69108351118521e-10,0.77
"1236",1,66,1,"mod2",NA,NA,NA,NA,38.6768636277595,3.74682598707079,10.3225673573372,1.76286453292348e-08,0.77
"1274",1,68,1,"mod2",NA,NA,NA,NA,34.2505664089759,3.16281341152703,10.8291454324014,1.73499344643611e-08,0.77
"1293",1,69,1,"mod2",NA,NA,NA,NA,28.0919404991564,3.66117181761171,7.67293694440204,3.08477951972227e-05,0.77
"1331",1,71,1,"mod2",NA,NA,NA,NA,27.9065212105003,3.00062368499454,9.30024026340082,2.27669410910102e-07,0.77
"1350",1,72,1,"mod2",NA,NA,NA,NA,39.1705215559551,4.89981583917593,7.99428444693197,1.38089629658897e-06,0.77
"1388",1,74,1,"mod2",NA,NA,NA,NA,36.4452449501056,3.29830785227398,11.0496795879678,6.7336681034562e-09,0.77
"1407",1,75,1,"mod2",NA,NA,NA,NA,32.8271065078957,4.18717717541197,7.83991341485707,2.78811736914978e-06,0.77
"1426",1,76,1,"mod2",NA,NA,NA,NA,38.2935434246465,4.94731212528261,7.74027238527203,8.92764181613527e-06,0.77
"1445",1,77,1,"mod2",NA,NA,NA,NA,23.0915232969593,1.22902755362223,18.7884504532899,2.50224810673144e-12,0.77
"1464",1,78,1,"mod2",NA,NA,NA,NA,36.7796062476551,5.66055031756494,6.49753189783091,2.01130362368771e-05,0.77
"1483",1,79,1,"mod2",NA,NA,NA,NA,33.1105458557641,3.07716613532185,10.760077421787,9.81997431952941e-09,0.77
"1502",1,80,1,"mod2",NA,NA,NA,NA,41.5804747733756,4.91127149873204,8.46633601585875,1.67345638541943e-07,0.77
"1540",1,82,1,"mod2",NA,NA,NA,NA,31.1425916313335,3.6627612797594,8.50249013044586,4.03460672210399e-07,0.77
"1559",1,83,1,"mod2",NA,NA,NA,NA,18.4084601690697,0.786893271100659,23.3938462115975,2.22173791867843e-11,0.77
"1578",1,84,1,"mod2",NA,NA,NA,NA,16.472459307147,0.826680220086046,19.9260353724594,1.45644241826556e-10,0.77
"1597",1,85,1,"mod2",NA,NA,NA,NA,11.2354884512448,0.840051704305272,13.3747582365024,3.06118560777183e-06,0.77
"1635",1,87,1,"mod2",NA,NA,NA,NA,41.4930894535332,8.41071836773786,4.9333585597984,0.000809593706553578,0.77
"1654",1,88,1,"mod2",NA,NA,NA,NA,23.1965770665564,0.844249308988652,27.47597992629,3.03899408555184e-14,0.77
"1673",1,89,1,"mod2",NA,NA,NA,NA,18.6267665248264,0.84944711374019,21.9281062040592,1.18562773119241e-11,0.77
"1711",1,91,1,"mod2",NA,NA,NA,NA,51.1564409461238,7.37573538946446,6.93577497630893,4.01584340771116e-05,0.77
"1730",1,92,1,"mod2",NA,NA,NA,NA,42.3848431276534,8.5210420644434,4.97413846887541,0.00161161976805254,0.77
"1749",1,93,1,"mod2",NA,NA,NA,NA,34.4796848339756,4.19888984799189,8.21161928085956,1.00922380992982e-06,0.77
"1768",1,94,1,"mod2",NA,NA,NA,NA,35.1179567864533,4.88661509152887,7.18656086650482,1.78300242196297e-05,0.77
"1787",1,95,1,"mod2",NA,NA,NA,NA,23.4202729652269,1.55184066685199,15.0919314498546,1.78079019154507e-10,0.77
"1825",1,97,1,"mod2",NA,NA,NA,NA,32.0811001155668,4.76064486139345,6.73881397365494,8.47162880721099e-05,0.77
"1863",1,99,1,"mod2",NA,NA,NA,NA,17.7646125046275,1.14198040922167,15.5559695780904,8.8043127349311e-10,0.77
"1882",1,100,1,"mod2",NA,NA,NA,NA,31.2744131677257,3.82508682006785,8.17613158573246,1.76038103386059e-06,0.77
"2",1,1,2,"mod2",NA,NA,NA,NA,25.2651775291565,0.622681091579428,40.5748269392145,6.35395866452038e-20,0.77
"21",1,2,2,"mod2",NA,NA,NA,NA,27.0035566419184,1.19575249655998,22.5828979823199,1.17188516966588e-14,0.77
"40",1,3,2,"mod2",NA,NA,NA,NA,19.8033759196659,0.63622016552432,31.1266083547439,4.82245901667912e-15,0.77
"59",1,4,2,"mod2",NA,NA,NA,NA,55.1211587290702,8.06779466004762,6.8322461157861,1.8174991406706e-05,0.77
"78",1,5,2,"mod2",NA,NA,NA,NA,33.4586740661843,3.37720358342451,9.90721265084555,2.00454954061483e-07,0.77
"97",1,6,2,"mod2",NA,NA,NA,NA,26.0266923755559,1.38955862182807,18.730186669862,2.62437236969182e-12,0.77
"116",1,7,2,"mod2",NA,NA,NA,NA,38.2819003306313,4.06070963972141,9.42739169433885,1.0792813207979e-07,0.77
"135",1,8,2,"mod2",NA,NA,NA,NA,40.9841223977897,4.92509325688035,8.32149164699265,1.44887858418324e-06,0.77
"154",1,9,2,"mod2",NA,NA,NA,NA,40.7749180377217,4.59245933216785,8.87866719953599,1.2739547439255e-06,0.77
"230",1,13,2,"mod2",NA,NA,NA,NA,43.7423959408059,4.84831952106661,9.02217680801343,6.84266768432058e-08,0.77
"249",1,14,2,"mod2",NA,NA,NA,NA,46.4211960056202,6.95897221375727,6.67069713453513,3.51181257484875e-05,0.77
"306",1,17,2,"mod2",NA,NA,NA,NA,27.1147460070433,0.910191409527462,29.790158117533,2.06246349818984e-17,0.77
"325",1,18,2,"mod2",NA,NA,NA,NA,43.2094486703285,3.99954117631171,10.8036014046429,8.49310894949413e-10,0.77
"363",1,20,2,"mod2",NA,NA,NA,NA,28.1898256823858,0.770975672150951,36.5638329465556,2.40510785325169e-18,0.77
"382",1,21,2,"mod2",NA,NA,NA,NA,48.9614647941197,4.94739904204977,9.8964050358538,6.22260806238858e-09,0.77
"401",1,22,2,"mod2",NA,NA,NA,NA,25.9692455830857,0.816834226108786,31.7925531925826,3.0229704430164e-19,0.77
"420",1,23,2,"mod2",NA,NA,NA,NA,22.111021512294,0.628083346318212,35.2039608149261,7.79094350271706e-16,0.77
"439",1,24,2,"mod2",NA,NA,NA,NA,25.9326831786226,0.783753573961433,33.0878021360049,7.09421860504144e-17,0.77
"477",1,26,2,"mod2",NA,NA,NA,NA,45.5912467401565,4.2413699009932,10.7491795821629,2.90532906311617e-09,0.77
