"","s_type","r","area","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval"
"4891",3,100,11,"mod2",NA,NA,NA,NA,39.3948361171885,0.85786643287309,45.9218761891065,2.32725873599135e-29
"4892",3,100,12,"mod1",0.0613388600490076,0.0250814730823036,2.4455844298988,0.0210063814283748,45.958178165503,4.69470432963073,9.78936583406051,1.53664978558439e-10
"4893",3,100,13,"mod2",NA,NA,NA,NA,40.4977228335159,0.936581825906617,43.2399195813071,2.81247917413793e-29
"4894",3,100,14,"mod2",NA,NA,NA,NA,39.6584419950324,0.931489368247973,42.5753028932853,1.07020431342034e-27
"4895",3,100,15,"mod2",NA,NA,NA,NA,42.6137394639369,1.15554976461781,36.8774593433726,1.23541405547992e-24
"4896",3,100,16,"mod2",NA,NA,NA,NA,40.742467039758,1.01769983227406,40.0338741814655,6.19558616080964e-27
"4897",3,100,17,"mod2",NA,NA,NA,NA,40.2563679515058,0.829962525889101,48.5038380598943,2.5680280781786e-29
"4898",3,100,18,"mod2",NA,NA,NA,NA,41.5524571447316,0.903643153382859,45.9832589769277,2.2370573254812e-29
"4899",3,100,19,"mod2",NA,NA,NA,NA,43.4371984809097,0.970547660294554,44.7553481997235,4.01087738034646e-31
"4900",3,100,20,"mod2",NA,NA,NA,NA,43.4371984809097,0.970547660294554,44.7553481997235,4.01087738034646e-31
"4901",4,1,1,"mod2",NA,NA,NA,NA,41.7088962469985,4.69191347186606,8.88952801391074,3.93177000528559e-07
"4902",4,1,2,"mod2",NA,NA,NA,NA,36.6086865275012,1.12296428914001,32.6000451497322,1.84261031911188e-17
"4903",4,1,3,"mod2",NA,NA,NA,NA,48.9628159797356,2.06158527172166,23.7500804120734,3.73503233969802e-19
"4904",4,1,4,"mod1",0.0369265774923143,0.0152934385865478,2.41453727252648,0.023090818574114,46.2418907211293,3.15693654029682,14.6477099336249,4.48861207380978e-14
"4905",4,1,5,"mod2",NA,NA,NA,NA,50.933492492187,1.59081249094845,32.0172822265308,3.51242308222211e-24
"4906",4,1,6,"mod2",NA,NA,NA,NA,50.4600443465454,1.72884644813502,29.187117456833,1.38809228508163e-23
"4907",4,1,7,"mod2",NA,NA,NA,NA,84.9598974152783,6.7128806108246,12.6562503254236,1.45832445214985e-13
"4908",4,1,8,"mod2",NA,NA,NA,NA,55.8863641569766,1.3971627549949,39.9998954718634,3.01838192543579e-28
"4909",4,1,9,"mod2",NA,NA,NA,NA,83.2824537097534,5.96491362042666,13.9620552801561,7.20461366052152e-14
"4910",4,1,10,"mod2",NA,NA,NA,NA,55.7892878762972,1.47276980867115,37.8805211431069,5.31166556018658e-30
"4911",4,1,11,"mod2",NA,NA,NA,NA,61.6867401100359,1.92891176838197,31.9800734907542,2.05485394904216e-26
"4912",4,1,12,"mod2",NA,NA,NA,NA,51.9385393065828,1.3811224300301,37.6060356252782,4.66897888260656e-28
"4913",4,1,13,"mod2",NA,NA,NA,NA,61.77935795368,1.74563796413182,35.3907048443494,1.4404958834431e-29
"4914",4,1,14,"mod2",NA,NA,NA,NA,102.066337192183,8.06942885183825,12.6485206160448,1.48114116988403e-13
"4915",4,1,15,"mod2",NA,NA,NA,NA,96.9940008108737,6.52604919734703,14.8625911141313,6.43915289130034e-16
